Date;Open;High;Low;Close;Adj Close;Volume;rt;(rt-rtbar)^2;;;;;;
13/04/2018;94.050.003;94.180.000;92.440.002;93.080.002;92.678.299;23346100;-0.005357347;4.57562E-05;;;;;;
16/04/2018;94.070.000;94.660.004;93.419.998;94.169.998;93.763.588;20288100;0.011642278;0.000104761;;;;;;
17/04/2018;95.000.000;96.540.001;94.879.997;96.070.000;95.655.396;26771000;0.019975454;0.000344788;;;;;;
18/04/2018;96.220.001;96.720.001;95.519.997;96.440.002;96.023.796;21043300;0.003843982;5.93896E-06;;;;;;
19/04/2018;96.440.002;97.070.000;95.339.996;96.110.001;95.695.221;23552500;-0.003427695;2.33741E-05;;;;;;
20/04/2018;95.910.004;96.110.001;94.050.003;95.000.000;94.590.012;31154400;-0.011616488;0.000169611;;;;;;
23/04/2018;95.739.998;96.290.001;94.629.997;95.349.998;94.938.499;22331800;0.003677419;5.15488E-06;;;;;;
24/04/2018;96.239.998;96.470.001;92.410.004;93.120.003;92.718.124;34524800;-0.023665295;0.000628619;;;;;;
25/04/2018;93.300.003;93.300.003;90.279.999;92.309.998;91.911.621;33729300;-0.00873656;0.000102891;;;;;;
26/04/2018;93.550.003;95.150.002;93.099.998;94.260.002;93.853.210;42529000;0.020904486;0.000380153;;;;;;
27/04/2018;97.599.998;97.900.002;93.910.004;95.820.000;95.406.471;48272800;0.016414489;0.000225225;;;;;;
30/04/2018;96.330.002;96.400.002;93.150.002;93.519.997;93.116.394;41523600;-0.024296146;0.000660651;;;;;;
01/05/2018;93.209.999;95.290.001;92.790.001;95.000.000;94.590.012;31408900;0.015701607;0.000204336;;;;;;
02/05/2018;94.989.998;95.169.998;93.190.002;93.510.002;93.106.445;27471000;-0.015808488;0.000296372;;;;;;
03/05/2018;92.959.999;94.930.000;92.449.997;94.070.000;93.664.024;31142500;0.005970782;2.08283E-05;;;;;;
04/05/2018;93.320.000;95.370.003;92.919.998;95.160.004;94.749.321;22531300;0.011520541;0.000102284;;;;;;
07/05/2018;95.169.998;96.709.999;95.099.998;96.220.001;95.804.749;24242000;0.011077519;9.35193E-05;;;;;;
08/05/2018;95.849.998;96.160.004;95.059.998;95.809.998;95.396.515;23484600;-0.004270204;3.22304E-05;;;;;;
09/05/2018;96.010.002;96.970.001;95.050.003;96.940.002;96.521.645;27327400;0.011725208;0.000106466;;;;;;
10/05/2018;97.459.999;97.949.997;97.050.003;97.910.004;97.487.457;22388100;0.009956479;7.30939E-05;;;;;;
11/05/2018;97.800.003;97.870.003;97.040.001;97.699.997;97.278.358;16778300;-0.002147202;1.26322E-05;;;;;;
14/05/2018;97.919.998;98.690.002;97.309.998;98.029.999;97.606.934;19454100;0.003372016;3.86135E-06;;;;;;
15/05/2018;97.239.998;97.849.998;96.339.996;97.320.000;96.900.002;24594000;-0.007269026;7.52731E-05;;;;;;
16/05/2018;97.360.001;97.400.002;96.620.003;97.150.002;97.150.002;17384700;-0.001748322;9.95595E-06;;;;;;
17/05/2018;96.760.002;97.540.001;95.830.002;96.180.000;96.180.000;16194700;-0.010034761;0.000130913;;;;;;
18/05/2018;96.010.002;96.930.000;96.250.000;96.360.001;96.360.001;13915903;0.001869752;2.14156E-07;;;;;;
